additions,assignees,AssignmentId,c_num,changed_files,CI_latency,CI_result,closer,collaborator_status,comments,commits,commits_on_files_touched,contributors_url,cores,deletions,experience,F_API_merged,F_Q1_core_s,F_Q1_other_s,F_Q1_support,F_Q2_a_core,F_Q2_a_other,F_Q2_alternate,F_Q3_dis_s,F_Q3_dis_s_bug,F_Q3_dis_s_constc,F_Q3_dis_s_improve,F_Q4_dis_p,F_Q4_dis_p_nf,F_Q4_dis_p_nv,F_Q5_implemented,F_Q5_merged,first_response,forks,HIT_ID,is_org,lables,mergeable_state,merged,milestones,num_comments,num_commits,open_issues,p_num,P1_Submitter,P2_Cores,P3_External,participants,perc_external_contribs,pr_link,prev_pullreqs,project_maturity,Q1_Support?,Q2_Alternate S?,Q3_Dis_Solution?,Q4_Dis_Problem?,Q5_Outcome?,requester_succ_rate,sloc,social_distance,src_churn,stars,submitter,submitter_status,team_size,watchers,WorkerId
306,0,3K4J6M3CXFH4RDVS17D8P3ZCRNKGA8,21,12,,0,asfgit,FALSE,21,11,0,https://github.com/apache/spark/graphs/contributors,"mateiz, rxin, pwendell",15,633,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,65,9997,1391,0,0,dirty,FALSE,0,21,11,449,4,sethah,"mateiz, rxin, pwendell, davies, tdas, JoshRosen, srowen, ScrapCodes, ankurdave, jegonzal, holdenk, markhamstra mateiz, rxin, pwendell, JoshRosen, tdas, ankurdave, srowen, marmbrus, ScrapCodes, aarondav, andrewor14, kayousterhout, jegonzal,  holdenk, markhamstra, mengxr","sethah, MLnick, jkbradley, SparkQA",5,0.02,https://github.com/apache/spark/pull/10607,10,9998,"Y,core|Y,others","Y,others",N,N,NY,0,26011,0,321,10703,sethah,0,16,10705,ABFSVRWVFHZ6P
355,0,3ZGVPD4G6U59XQP6XZSE5F5AN06ZT1,21,13,,0,ximinez,TRUE,21,5,38,https://github.com/ripple/rippled/graphs/contributors,"JoelKatz, vinniefalco, ahbritto",308,685,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1208,362,1400,0,1,dirty,FALSE,0,21,5,116,5,ximinez,"JoelKatz, vinniefalco, ahbritto","codecov-io, miguelportilla",5,0,https://github.com/ripple/rippled/pull/1471,49,362,"Y,core|Y,others",N,N,N,NY,0.04,33139,0,663,1172,ximinez,0,6,1172,A2A2OF6MUITGFS
2084,0,3NKQQ8O39ZTLU2ZZ5MTRJJ89J8XDUQ,22,56,,1,navis,TRUE,22,2,4,https://github.com/druid-io/druid/graphs/contributors,"fjy, xvrl, gianm",347,1687,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,23,943,1414,0,1,dirty,FALSE,0,22,2,566,3,navis,"fjy, xvrl, gianm, himanshug, jon-wei",jon-wei r,9,0.17,https://github.com/druid-io/druid/pull/2217,23,943,N,"Y,core",,N,NN,0.74,13245,0,2431,3966,navis,0,8,3967,A1D8QTP0Y28WFF
194,0,374TNBHA8CJW0KN9K9W0M3LL0YSQYD,23,10,,0,witlessbird,FALSE,23,1,7,https://github.com/theforeman/smart-proxy-pulp/graphs/contributors,"witlessbird, shlomizadok",8,1914,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1056,11,1425,0,0,dirty,FALSE,0,23,1,0,4,shlomizadok,"witlessbird, shlomizadok, jlsherrill","lzap, ohadlevy",5,0,https://github.com/theforeman/smart-proxy-pulp/pull/3,1,11,N,"Y,others","Y,improve",N,NY,0,16,0,202,3,shlomizadok,1,0,3,ABFSVRWVFHZ6P
62,0,3NXNZ5RS1BL7T1AMGYVENVBZM0H97D,25,220,,0,guludo,TRUE,25,5,11,https://github.com/diydrones/ardupilot/graphs/contributors,"tridge, rmackay9, lucasdemarchi",19639,808,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,19,4597,1443,0,1,dirty,FALSE,0,25,5,851,5,bugobliterator,"jberaud, pchickey, rmackay9, tridge","bugobliterator, magicrub, guludo, lucasdemarchi",5,0,https://github.com/diydrones/ardupilot/pull/3410,9,4598,"Y,others","Y,core|Y,others","Y,improve",N,NN,0.11,10818,0,19701,2169,bugobliterator,0,9,2169,ABFSVRWVFHZ6P
198,0,3NQL1CS15SWO5SJQ68QASQKTHUIVYV,25,5,,1,N-Wouda,FALSE,25,44,5,https://github.com/statsmodels/statsmodels/graphs/contributors,"jseabold, josef-pkt, ChadFulton",70,23,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,43,834,1448,0,0,dirty,FALSE,0,25,44,1344,3,N-Wouda,"kshedden, vincentarelbundock, jseabold, rgommers, josef-pkt, ChadFulton",N-Wouda,3,0.18,https://github.com/statsmodels/statsmodels/pull/2749,2,834,"Y,core",N,"Y,improve",N,NN,0,10167,0,268,1706,N-Wouda,0,5,1706,ABFSVRWVFHZ6P
1,0,39RP059MEIH92XW6IOBZXJ3F2MMBMY,14,1,13,1,kares,FALSE,14,1,0,https://github.com/jruby/activerecord-jdbc-adapter/graphs/contributors,"kares, nicksieger",1,1653,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1195,309,10001,0,0,dirty,FALSE,1,14,1,67,5,trak3r,"kares, nicksieger","bwalsh, gregors, jhiggins",6,1.89,https://github.com/jruby/activerecord-jdbc-adapter/pull/233,1,309,"Y,others","Y,others",N,"Y, no value",NY,0,1594,0,2,408,trak3r,0,1,408,A1M6A01CROTF3K
0,0,3EJJQNKU9STAQQCKNOHC5T0O86MRHP,31,0,,0,fabpot,FALSE,31,0,0,https://github.com/symfony/symfony/graphs/contributors,"fabpot, nicolas-grekas, webmozart",0,496,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,22,5112,10003,0,0,dirty,FALSE,0,31,0,794,10,sc0ttkclark,"fabpot, nicolas-grekas, webmozart, kriswallsmith, pborreli, romainneutron, bamarni","sc0ttkclark, travisbot, mevers47, dlsniper, Fonsini, Jaza, shacharsol",11,0.25,https://github.com/symfony/symfony/pull/5248,1,5112,"Y,core","Y,core","Y,bug|Y,inconsistency",N,NN,0,12271,0,0,13264,sc0ttkclark,0,22,13264,ABFSVRWVFHZ6P
37,0,3ERMJ6L4DZGM0LTG57ZJSHHKNRH7MQ,6,2,,0,tchak,FALSE,6,1,5,https://github.com/emberjs/ember.js/graphs/contributors,"rwjblue, stefanpenner, wagenet",1,1314,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,949,3601,10004,0,0,dirty,FALSE,0,6,1,233,4,tchak,"locks, dgeb, hjdivad, stefanpenner, mmun, chancancode, trek, mixonic, rwjblue, chadhietala, ef4, machty, wagenet, ebryn, teddyzeenny, lukemelia, krisselden, tomdale, fivetanley, wycats","tchak, devinus, pangratz",5,0.19,https://github.com/emberjs/ember.js/pull/365,5,3601,"Y,others","Y,core",N,N,NN,0.2,3333,0,38,17100,tchak,1,9,17100,ABFSVRWVFHZ6P
0,0,3HOSI13XH0CZD0ODJR329J4LZAZDDJ,31,0,,0,sindresorhus,FALSE,31,0,0,https://github.com/tastejs/todomvc/graphs/contributors,"sindresorhus, passy, addyosmani",0,495,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,26,10899,10006,0,1,dirty,FALSE,1,31,0,122,3,mikaelkaron,"sindresorhus, passy, addyosmani, samccone, stephenplusplus, ColinEberhardt, cburgdorf","boushley, stas",3,1.4,https://github.com/tastejs/todomvc/pull/120,1,10902,"Y,core","Y,core",N,N,NY,0,88,0,0,19082,mikaelkaron,0,2,19082,A2958TQAW43MP6
4142,0,3VELCLL3GL72JPMXU4EXWH6XJBY1FH,13,158,3,0,taylorotwell,FALSE,14,1,204,https://github.com/laravel/framework/graphs/contributors,"taylorotwell, GrahamCampbell, lucasmichot",4142,594,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,4,3702,10007,0,0,dirty,FALSE,0,14,1,76,5,barryvdh,"taylorotwell, GrahamCampbell, lucasmichot, JosephSilber, themsaid, crynobone","RSully, zantx3, jonphipps",7,0.19,https://github.com/laravel/framework/pull/720,6,3702,N,N,"Y,improve","Y,not fit.",NN,0.83,3807,1,8284,6197,barryvdh,0,3,6197,A38NFX88VZDMJ3
436,0,3R2UR8A0IB44F3KJ00IUEKJCGM0OX4,13,9,,0,lgritz,TRUE,13,1,0,https://github.com/OpenImageIO/oiio/graphs/contributors,"lgritz, edgarv",0,615,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,196,235,10010,0,0,dirty,FALSE,0,13,1,85,3,matekm,"lgritz, edgarv, matekm, inequation","dewyatt, lgritz",3,0.36,https://github.com/OpenImageIO/oiio/pull/82,1,235,"Y,core|Y,others",,"Y,improve",N,NY,0,6526,0,436,486,matekm,0,2,486,A1M6A01CROTF3K
60,0,36PW28KO40K67ZZ1VCNKP0E1GNTEAD,35,2,,1,jashkenas,FALSE,35,11,0,https://github.com/jashkenas/backbone/graphs/contributors,"jashkenas, braddunbar, akre54",6,654,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1002,5640,10013,0,0,dirty,FALSE,0,35,11,73,16,jashkenas,"akre54, megawac, knowtheory, samuelclay, tgriesser, tbranyen, jashkenas, braddunbar, caseywebdev, jridgewell","powmedia, nibblebot, TheCloudlessSky, MFoster, khepin, jergason, BlakeWilliams, RStankov, studgeek, grydstedt",18,0.77,https://github.com/jashkenas/backbone/pull/697,5,5640,"Y,others",N,N,"Y, no value",NN,0.8,481,1,66,25729,tbranyen,0,1,25729,ABFSVRWVFHZ6P
46,0,3OLF68YTNAPYDDZXQN7Q7IZ0Q8WFAK,16,2,,0,juliantaylor,TRUE,16,2,4,https://github.com/numpy/numpy/graphs/contributors,"charris, teoliphant, cournape",9,854,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,12,1783,10014,0,0,dirty,FALSE,0,16,2,1318,5,juliantaylor,"rgommers, jaimefrio, pv, certik, teoliphant, rkern, njsmith, stefanv, charris, cournape, ahaldane, seberg, mwiebe, juliantaylor",FreddieWitherden,5,0.13,https://github.com/numpy/numpy/pull/3306,5,1783,"Y,core|Y,others","Y,core","Y,inconsistency",N,NN,0.8,13845,0,55,3537,juliantaylor,0,11,3537,ABFSVRWVFHZ6P
0,0,37KGEN7NJ4EHRUUTT9LS9720TMRPPX,14,0,35,1,penguinho,FALSE,14,0,11,https://github.com/appium/appium/graphs/contributors,"jlipps, bootstraponline, sebv",0,254,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,14,2346,10015,0,0,dirty,FALSE,0,14,0,760,5,tokunbo,"santiycr, edgy360, jlipps, penguinho, moizjv, bootstraponline, bernii, sebv, admc, imurchie, DylanLacey, paymand, sourishkrout, sah, Jonahss","tokunbo, xuru",5,0.1,https://github.com/appium/appium/pull/793,2,2346,N,"Y,core|Y,others","Y,improve","Y, no value",NN,0.5,82,0,0,4340,tokunbo,0,5,4341,ABFSVRWVFHZ6P
914,0,3PMBY0YE28RD5I5I7F3P3H3DBE89C0,9,12,,0,mrunalp,FALSE,9,8,27,https://github.com/opencontainers/runc/graphs/contributors,"crosbymichael, mrunalp, LK4D4",305,37,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1321,475,993,0,1,unknown,TRUE,1,9,8,90,7,mlaventure,"vieux, rjnagal, hqhq, crosbymichael, LK4D4, vishh, creack, cyphar, dqminh, mrunalp, vmarmol","krobertson, GordonTheTurtle",9,0.36,https://github.com/opencontainers/runc/pull/454,1,475,"Y,core",N,N,N,Merged.,1,719,0,1219,3241,mlaventure,0,7,3241,ABFSVRWVFHZ6P
209,0,3QAVNHZ3ENSKD59TCYAO2V4KB55LA8,9,3,1298,0,keradus,TRUE,9,4,0,https://github.com/FriendsOfPHP/PHP-CS-Fixer/graphs/contributors,"keradus, fabpot",0,363,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,3,568,1011,0,1,unknown,FALSE,1,9,4,115,5,SpacePossum,"fabpot, keradus",{},5,0.08,https://github.com/FriendsOfPHP/PHP-CS-Fixer/pull/1659,87,568,N,"Y,core|Y,others","Y,improve",N,"Rej, implemented.",0.28,1243,1,209,3776,SpacePossum,0,3,3776,ABFSVRWVFHZ6P
482,0,340UGXU9DZP7OJZLW7TLP5EG92YUV3,9,14,,0,enejb,TRUE,9,17,42,https://github.com/Automattic/wp-calypso/graphs/contributors,"aduth, mtias, ebinnion",517,2342,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,225,1013,1044,0,2,unknown,TRUE,1,9,17,1523,4,enejb,"aduth, mtias, ebinnion, blowery, ockham, drewblaisdell, timmyc, johnHackworth",{},5,0.17,https://github.com/Automattic/wp-calypso/pull/2296,34,1013,"Y,core",N,N,N,"Rej, implemented.",0.91,9574,0,999,8054,enejb,1,38,8054,A1WSTW4R68I8KI
4700,0,3MTMREQS4W60OZLSGCHQB6L083OWA8,10,123,,0,lemieux,TRUE,10,87,198,https://github.com/smooch/smooch-js/graphs/contributors,"lemieux, jugarrit, alavers",3369,1698,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,19,38,1050,0,0,unknown,TRUE,0,10,87,4,5,lemeiux,"lemieux, jugarrit, alavers,chloeproprum,jpjoyal,supportkitdude,spasiu,mspenseiri","dannytranx,mario54",6,0.15,https://github.com/smooch/smooch-js/pull/145,82,38,"Y,core",N,"Y,bug",N,Merged.,0.98,610,0,8069,99,lemieux,1,2,99,AKYJHE7UIR7FY
28,1,3MRNMEIQW6UIBCC5W81QSWCQW45LD5,10,1,,0,samdark,TRUE,11,2,14,https://github.com/php-fig/fig-standards/graphs/contributors,"pmjones, Crell, michaelcullum",29,2078,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,306,2262,1060,0,1,unknown,TRUE,0,11,2,26,7,Crell,"pmjones, Crell, michaelcullum, weierophinney, tedivm, anvius, dragoonis, mvriel",le6o,8,0.81,https://github.com/php-fig/fig-standards/pull/730,30,2262,"Y,core",N,"Y,improve|Y,inconsistency",N,"Rej, implemented.",0.9,0,0,57,8444,Crell,0,2,8444,A1WSTW4R68I8KI
82,1,3Y9N9SS8LZZ1V8MGQ2XQWAI9VG5D35,10,3,609,0,mwielgus,FALSE,10,3,8,https://github.com/kubernetes/heapster/graphs/contributors,"vishh, mwielgus, piosz",2,178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,342,1084,0,1,unknown,TRUE,0,10,3,152,6,huangyuqi,"vishh, mwielgus, piosz, vmarmol,huangyuqi,",piosz,7,0.26,https://github.com/kubernetes/heapster/pull/868,21,342,,,,,,0.9,710,0,84,879,huangyuqi,1,4,879,AMZVZJL54O491
72,0,3YOH7BII0AVTLNU92TPJJI5I7FSKVW,10,2,1384,0,izaid,TRUE,10,2,1,https://github.com/libdynd/libdynd/graphs/contributors,"izaid, mwiebe, insertinterestingnamehere",0,1944,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,36,39,1095,0,0,unknown,TRUE,0,10,2,68,4,mwiebe,"izaid, talumbau, insertinterestingnamehere, mwiebe","mrocklin, seibert",5,0,https://github.com/libdynd/libdynd/pull/873,127,39,"Y,core","Y,core",N,N,Merged.,0.92,2606,0,72,184,mwiebe,1,3,184,ABFSVRWVFHZ6P
107,0,3YGXWBAF715C8CZ6QK7YM9SXOE7C43,11,18,,0,bykoianko,TRUE,11,4,53,https://github.com/mapsme/omim/graphs/contributors,"deathbaba, vng, yunikkk",190,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,395,1107,0,0,unknown,TRUE,0,11,4,356,6,syershov,"deathbaba, vng, yunikkk,rachytski, exmix, igrechuhin, bykoianko, dkunin-me","mpimenov, syershov",6,0.06,https://github.com/mapsme/omim/pull/1220,39,395,N,N,N,N,Merged.,0.9,157553,0,297,2032,syershov,0,15,2032,AMZVZJL54O491
356,0,3GM6G9ZBKOL9YJQNIA2KXD91ZYGMTU,11,18,,1,MariaCheca,TRUE,11,32,32,https://github.com/CartoDB/cartodb/graphs/contributors,"xavijam, javierarce, juanignaciosl",223,1242,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,75,344,1128,0,1,unknown,TRUE,1,11,32,1156,4,MariaCheca,"xavijam, javierarce, juanignaciosl, viddo, gfiorav, javisantana, rafatower, Kartones, javitonino, matallo, nobuti, alonsogarciapablo, MariaCheca, ethervoid, piensaenpixel, zenitraM, luisbosque, iriberri, fdansv, rochoa, jgoizueta, saleiva, rilla, jesusvazquez, Xatpy, jmartinter, azamorano, acanimal, danicarrion, santisaez, csobier, pramsey, josecruz, ohasselblad, nick13jaremek, mbektas",houndci-bot,5,0.08,https://github.com/CartoDB/cartodb/pull/6362,17,344,"Y,core","Y,core",N,N,Merged.,1,18828,0,579,1314,MariaCheca,0,17,1314,ABFSVRWVFHZ6P
303,1,3TK8OJTYM29UWERPFLURFZRH1JVVPT,11,11,46,0,Horneth,TRUE,11,1,18,https://github.com/broadinstitute/cromwell/graphs/contributors,"mcovarr, scottfrazer, kshakir",76,1131,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,75,24,1147,0,0,unknown,TRUE,0,11,1,208,5,Horneth,"mcovarr, scottfrazer, kshakir, Horneth, cjllanwarne, geoffjentry, kcibul, francares, gauravs90, coreone, jacarey, tovanadler",{},5,0.04,https://github.com/broadinstitute/cromwell/pull/368,42,24,N,"Y,core",N,N,Merged.,0.83,1588,0,379,96,Horneth,0,6,96,ABFSVRWVFHZ6P
74,0,3RRCEFRB7N0TY770CKB3BPMF6TG4BX,12,6,,0,dblock,FALSE,12,2,12,https://github.com/ruby-grape/grape/graphs/contributors,"dblock, namusyaka",2,2028,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,42,921,1179,0,0,unknown,TRUE,0,12,2,151,3,namusyaka,"dblock, namusyaka, towanda, marshal-lee",rngtng,3,0.76,https://github.com/ruby-grape/grape/pull/1240,5,921,"Y,core","Y,core","Y,improve",N,Merged.,0.8,703,0,76,7661,namusyaka,1,1,7661,AMZVZJL54O491
184,0,308XBLVESJS0ZD9YNW7GJIXPZFHBRL,12,6,,0,deathbaba,TRUE,12,1,23,https://github.com/mapsme/omim/graphs/contributors,"deathbaba, vng, yunikkk",125,698,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,944,395,1195,0,0,unknown,TRUE,0,12,1,356,5,mgsergio,"kshalnev, deathbaba, darina, VladiMihaylenko, rokuz, Zhdanovich, Komzpa, trashkalmar, milchakov, gardster, mgsergio, Zverik, vng, ygorshenin, syershov, igrechuhin, mapsmetest, bykoianko, ExMix, yunikkk, mpimenov",{},5,0.07,https://github.com/mapsme/omim/pull/1318,32,395,"Y,core","Y,core",N,N,Merged.,0.84,157553,0,309,2032,mgsergio,0,15,2032,ABFSVRWVFHZ6P
1773,0,3URFVVM1666OX34VX4IOABRCWBZUZT,13,268,1414,0,s1monw,TRUE,13,17,3,https://github.com/elastic/elasticsearch/graphs/contributors,"kimchy, s1monw, javanna",2788,1608,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,341,6606,1207,0,5,unknown,TRUE,0,13,17,1180,6,s1monw,"kimchy, s1monw, javanna","rjernst,jaymode,clintongormley,ruckc,uboness,nik900",8,0.05,https://github.com/elastic/elasticsearch/pull/15776,596,6606,"Y,others","Y,others","Y,bug|Y,improve",N,"Rej, implemented.",0.86,38633,0,4561,19306,s1monw,0,31,19306,A1WTD5OHCQS3TG
561,0,3QXNC7EIPJJTBQA2VZA58G1C2P190X,13,2,30,0,sthirugn,TRUE,13,1,10,https://github.com/SatelliteQE/robottelo/graphs/contributors,"elyezer, omaciel, Ichimonji10",0,1379,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,65,48,1220,0,0,unknown,TRUE,0,13,1,164,3,tkolhar,"JacobCallahan,cswiii,rochacbruno,sghai,omaciel,oshtaier,rplevka,renzon,gkhachik,abalakh,elyezer,tkolhar,svtkachenko,AdamSaleh,sthirugn,lpramuk,Ic himonji10,kbidarkar,jyejare",{},4,0.06,https://github.com/SatelliteQE/robottelo/pull/3213,73,48,"Y,core","Y,core",N,N,Merged.,0.82,4157,0,561,27,tkolhar,0,7,27,ABFSVRWVFHZ6P
298,1,3B3WTRP3DCQ070DGAMEJR4URYGV92C,13,14,,0,andreasohlund,TRUE,13,1,37,https://github.com/Particular/docs.particular.net/graphs/contributors,"SimonCropp, SzymonPobiega, dannycohen",15,1885,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1347,153,1226,0,0,unknown,TRUE,0,13,1,116,4,MarcinHoppe,"SimonCropp, SzymonPobiega, dannycohen, sealfeldman, mauroservienti, weralabaj","wojcikmike, simoncropp, ramonsmits",6,0.05,https://github.com/Particular/docs.particular.net/pull/1026,1,153,N,"Y,core",N,N,Merged.,1,1017,0,313,37,MarcinHoppe,1,17,37,AMZVZJL54O491
79,0,3CFJTT4SXUE0423PKS1R0OA2TP1I7O,13,24,,0,IntelOrca,TRUE,13,5,11,https://github.com/OpenRCT2/OpenRCT2/graphs/contributors,"IntelOrca, duncanspumpkin, marijnvdwerf",81,1728,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,307,384,1235,0,0,unknown,TRUE,0,13,5,558,5,marijnvdwerf,"IntelOrca, duncanspumpkin, marijnvdwerf, Gymnasiast, zsilencer, AaronVanGeffen",{},5,0.16,https://github.com/OpenRCT2/OpenRCT2/pull/2692,1,384,N,"Y,core",N,N,Merged.,1,18404,0,160,2234,marijnvdwerf,1,9,2234,ABFSVRWVFHZ6P
741,0,3I33IC7ZWGQECJNL2SSJNZ5B51DA2Z,14,10,,0,obrakmann,TRUE,14,4,20,https://github.com/OpenRA/OpenRA/graphs/contributors,"pchote, chrisforbes, Mailaender",563,1711,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,360,1155,1238,0,1,unknown,TRUE,0,14,4,1092,4,Mailaender,"pchote, chrisforbes, Mailaender, reaperrr, abcdefg30, obrakmann, ScottNZ, penev92, RoosterDragon, cjshmyr, atlimit8, Phrohdoh, ihptru, WolfGaming",pchote,6,0.09,https://github.com/OpenRA/OpenRA/pull/10404,1045,1155,"Y,core",N,N,N,Merged.,0.81,4510,1,1304,3568,Mailaender,1,12,3569,ABFSVRWVFHZ6P
92,1,3AAJC4I4FHGFJNT1L5EA39I1FUDJZW,14,6,23,1,samueltardieu,TRUE,14,1,2,https://github.com/cgeo/cgeo/graphs/contributors,"samueltardieu, Bananeweizen, rsudev",9,826,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,532,466,1248,0,0,unknown,TRUE,1,14,1,529,6,pstorch,"samueltardieu, Bananeweizen, rsudev, lineflyer, kuumy, sammyshp",pstorch,6,0.08,https://github.com/cgeo/cgeo/pull/5358,1,466,"Y,core",N,N,N,Merged.,1,6776,1,101,726,pstorch,1,5,726,AMZVZJL54O491
662,0,3U8YCDAGXQ4Z3PROC1LRUBR1BIV0QL,14,13,,0,ywwg,TRUE,14,16,20,https://github.com/mixxxdj/mixxx/graphs/contributors,"rryan, daschuer, ywwg",2,1652,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,3,369,1258,0,0,unknown,TRUE,0,14,16,75,5,ywwg,"rryan, daschuer, ywwg, asantoni, esbrandt, tuehaste, cardinot","sblaisot, be-ing, dashcuer, pegasus-rpg,",6,0.09,https://github.com/mixxxdj/mixxx/pull/849,133,369,"Y,core","Y,others","Y,improve",N,Merged.,0.81,26996,0,664,608,ywwg,1,10,608,AMZVZJL54O491
53,0,3AMYWKA6YCARWO0NZD94E76SAAJO63,14,3,,0,jdegoes,TRUE,14,6,3,https://github.com/slamdata/purescript-pathy/graphs/contributors,"jdegoes, garyb",62,1282,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,8,1263,0,0,unknown,TRUE,0,14,6,4,3,chrisdotcode,"jdegoes, garyb,chrisdotcode",zudov,4,0,https://github.com/slamdata/purescript-pathy/pull/10,1,8,N,"Y,core",N,N,"Rej, not sure.",1,23,0,115,9,chrisdotcode,0,1,9,ADUKAOL850DWV
129,1,3P4RDNWND6UTOX4RL1QO3EFBKEQJI9,15,5,,0,dariusf,TRUE,15,6,20,https://github.com/HubTurbo/HubTurbo/graphs/contributors,"dariusf, lejolly, acruis",11,996,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,3,36,1271,0,1,unknown,TRUE,0,15,6,156,3,1140-filter-n-issues,"dariusf, lejolly, acruis, naomilwx",damithc,3,0.16,https://github.com/HubTurbo/HubTurbo/pull/1170,17,36,"Y,core","Y,core",N,N,Merged.,0.88,1511,0,140,21,codemanmeet,0,7,21,ABFSVRWVFHZ6P
734,0,3R3YRB5GRGRNWVWNLC2PTI03OWZAUS,15,7,,0,DeepDiver1975,TRUE,15,8,19,https://github.com/owncloud/core/graphs/contributors,"DeepDiver1975, icewind1991, PVince81",89,2552,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1425,1594,1277,0,2,unknown,TRUE,1,15,8,1745,6,rullzer,"tanghus, samtuke, blizzz, Xenopathic, nickvergessen, rullzer, PVince81, georgehrke, bantu, schiessle, ChristophWurst, eMerzh, Kondou-ger, FlorinPeter, icewind1991, LukasReschke, VicDeo, DeepDiver1975, jancborchardt, tomneedham, BernhardPosselt, butonic, MorrisJobke, bartv2",mention-bot,6,0.04,https://github.com/owncloud/core/pull/21532,229,1595,"Y,core",N,"Y,bug",N,Merged.,0.79,14669,0,823,4937,rullzer,0,17,4938,ABFSVRWVFHZ6P
93,0,33LKR6A5KF8C2U4YPOJMDLLY0HK1TN,16,11,181,0,iNecas,FALSE,16,1,37,https://github.com/theforeman/foreman_remote_execution/graphs/contributors,"ares, iNecas",84,1795,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,693,26,1294,0,0,unknown,TRUE,0,16,1,8,4,dlobatog,"ares, iNecas, stbenjam",none,4,0.1,https://github.com/theforeman/foreman_remote_execution/pull/96,5,26,"Y,core",N,N,"Y, no value",Merged.,1,318,0,177,12,dLobatog,1,3,12,AMZVZJL54O491
